file,face,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
angry/yyuijhnm_6,0,0.29161647,0.20544542,0.40550157,0.26224878,0.3748035,1.0,0.5030425,0.2105095,1.0,0.19142173,0.50320584,0.1855513,0.4499797,1.0,0.4482529,0.40022388,0.9931901,0.35026217,0.20062381,0.8034504
angry/zdzxvhjb_6,0,0.29942384,0.19698101,0.45999557,0.38955018,0.30088818,1.0,0.374638,0.46426478,1.0,0.2603983,0.4600437,0.4284711,0.27182922,1.0,0.40909934,0.3542461,0.9994795,0.41171762,0.020516789,0.17018174
angry/zdzxvhjb_6,0,0.29942384,0.19698101,0.45999557,0.38955018,0.30088818,1.0,0.374638,0.46426478,1.0,0.2603983,0.4600437,0.4284711,0.27182922,1.0,0.40909934,0.3542461,0.9994795,0.41171762,0.020516789,0.17018174
angry/znxzqwee_6,0,0.36548886,0.27227706,0.8387584,0.2906476,0.56297094,0.0,0.7179162,0.3937775,0.0,0.74832326,0.4362443,0.34225845,0.55418307,0.0,0.3539548,0.61212933,0.37872317,0.05285497,0.16329122,0.8099844
angry/znxzqwee_6,0,0.36548886,0.27227706,0.8387584,0.2906476,0.56297094,0.0,0.7179162,0.3937775,0.0,0.74832326,0.4362443,0.34225845,0.55418307,0.0,0.3539548,0.61212933,0.37872317,0.05285497,0.16329122,0.8099844
angry/zoghefwq_6,0,0.30882272,0.55967444,0.50091743,0.3938705,0.59224415,1.0,0.5913067,0.5265281,1.0,0.6671129,0.4332146,0.12951063,0.23165062,1.0,0.38278446,0.012864414,0.9998292,0.6330207,0.027579386,0.29905725
angry/zoghefwq_6,0,0.30882272,0.55967444,0.50091743,0.3938705,0.59224415,1.0,0.5913067,0.5265281,1.0,0.6671129,0.4332146,0.12951063,0.23165062,1.0,0.38278446,0.012864414,0.9998292,0.6330207,0.027579386,0.29905725
angry/zsjxfhcl_6,0,0.58796066,0.3785049,0.11831306,0.373402,0.14194465,0.0,0.09672256,0.0091802385,1.0,0.07778058,0.30306295,0.06883503,0.28986877,1.0,0.75173444,0.05384469,0.9767671,0.4504902,0.018435678,0.10438518
angry/zsjxfhcl_6,0,0.58796066,0.3785049,0.11831306,0.373402,0.14194465,0.0,0.09672256,0.0091802385,1.0,0.07778058,0.30306295,0.06883503,0.28986877,1.0,0.75173444,0.05384469,0.9767671,0.4504902,0.018435678,0.10438518
angry/zsnwtxlx_6,0,0.2441557,0.13381982,0.30081996,0.39642656,0.10110278,1.0,0.23480143,0.017836522,0.0,0.05265156,0.10819788,0.17595908,0.3790906,0.0,0.38259888,0.2885394,0.7352513,0.26363575,0.9002275,0.21213812
angry/zsnwtxlx_6,0,0.2441557,0.13381982,0.30081996,0.39642656,0.10110278,1.0,0.23480143,0.017836522,0.0,0.05265156,0.10819788,0.17595908,0.3790906,0.0,0.38259888,0.2885394,0.7352513,0.26363575,0.9002275,0.21213812
disgust/ahdmclwl_5,0,0.3190172,0.31270522,0.23499197,0.3486966,0.22128324,0.0,0.5228245,0.045394033,0.0,0.15816557,0.36710957,0.20716451,0.44041988,0.0,0.56734496,0.3748011,0.048406526,0.09614847,0.26255053,0.47873056
disgust/ahdmclwl_5,0,0.3190172,0.31270522,0.23499197,0.3486966,0.22128324,0.0,0.5228245,0.045394033,0.0,0.15816557,0.36710957,0.20716451,0.44041988,0.0,0.56734496,0.3748011,0.048406526,0.09614847,0.26255053,0.47873056
disgust/berfdxkn_5,0,0.5790016,0.24119434,0.3745405,0.3588839,0.12922674,1.0,0.42920867,0.01990344,0.0,0.17656176,0.19961752,0.1458814,0.3581639,0.0,0.5590134,0.2607306,0.043550607,0.077692606,0.5946298,0.2795109
disgust/berfdxkn_5,0,0.5790016,0.24119434,0.3745405,0.3588839,0.12922674,1.0,0.42920867,0.01990344,0.0,0.17656176,0.19961752,0.1458814,0.3581639,0.0,0.5590134,0.2607306,0.043550607,0.077692606,0.5946298,0.2795109
disgust/btgjhynj_5,0,0.5549365,0.3312464,0.77755624,0.44706082,0.15762836,0.0,0.4060178,0.012666374,0.0,0.05842762,0.18905829,0.2273653,0.47805092,0.0,0.3984719,0.36089897,0.4144421,0.049249537,0.2223661,0.091191545
disgust/btgjhynj_5,0,0.5549365,0.3312464,0.77755624,0.44706082,0.15762836,0.0,0.4060178,0.012666374,0.0,0.05842762,0.18905829,0.2273653,0.47805092,0.0,0.3984719,0.36089897,0.4144421,0.049249537,0.2223661,0.091191545
disgust/bucdnkia_5,0,0.2699902,0.16981916,0.69540215,0.3195845,0.23483509,1.0,0.2749372,0.033843156,0.0,0.084359124,0.11463746,0.15878026,0.39466244,0.0,0.5063042,0.2622759,0.89956266,0.411974,0.18836734,0.4511647
disgust/bucdnkia_5,0,0.2699902,0.16981916,0.69540215,0.3195845,0.23483509,1.0,0.2749372,0.033843156,0.0,0.084359124,0.11463746,0.15878026,0.39466244,0.0,0.5063042,0.2622759,0.89956266,0.411974,0.18836734,0.4511647
disgust/bxiylnuw_5,0,0.2315173,0.17285743,0.2061455,0.36527324,0.15886292,1.0,0.2295267,0.060113877,0.0,0.09291875,0.23642637,0.45060375,0.52900845,0.0,0.48822707,0.57828176,0.08490575,0.23098324,0.21752527,0.11663687
disgust/bxiylnuw_5,0,0.2315173,0.17285743,0.2061455,0.36527324,0.15886292,1.0,0.2295267,0.060113877,0.0,0.09291875,0.23642637,0.45060375,0.52900845,0.0,0.48822707,0.57828176,0.08490575,0.23098324,0.21752527,0.11663687
disgust/byvwcoer_5,0,0.4839098,0.148057,0.6325974,0.25403294,0.24296457,1.0,0.44965923,0.45565635,0.0,0.20757157,0.3291788,0.31249896,0.49452752,0.0,0.46200448,0.51926196,0.091255195,0.038340244,0.3605071,0.26635692
disgust/byvwcoer_5,0,0.4839098,0.148057,0.6325974,0.25403294,0.24296457,1.0,0.44965923,0.45565635,0.0,0.20757157,0.3291788,0.31249896,0.49452752,0.0,0.46200448,0.51926196,0.091255195,0.038340244,0.3605071,0.26635692
disgust/caxtwxim_5,0,0.19329165,0.13787296,0.21867533,0.25231233,0.27400786,1.0,0.34193832,0.0568593,0.0,0.11507455,0.5252835,0.12940487,0.42685416,0.0,0.57436365,0.5565131,0.21775846,0.16991648,0.3992401,0.20095262
disgust/caxtwxim_5,0,0.19329165,0.13787296,0.21867533,0.25231233,0.27400786,1.0,0.34193832,0.0568593,0.0,0.11507455,0.5252835,0.12940487,0.42685416,0.0,0.57436365,0.5565131,0.21775846,0.16991648,0.3992401,0.20095262
disgust/cenwzovc_5,0,0.31681257,0.24375035,0.42264324,0.4512344,0.20953885,0.0,0.67342067,0.6922252,1.0,0.3501049,0.35810786,0.61186785,0.5813037,0.0,0.35130674,0.5432821,0.06706998,0.06412368,0.10600201,0.2076319
disgust/cenwzovc_5,0,0.31681257,0.24375035,0.42264324,0.4512344,0.20953885,0.0,0.67342067,0.6922252,1.0,0.3501049,0.35810786,0.61186785,0.5813037,0.0,0.35130674,0.5432821,0.06706998,0.06412368,0.10600201,0.2076319
disgust/cewfzfuh_5,0,0.40580037,0.2876308,0.7739974,0.4556117,0.22024003,0.0,0.4142525,0.0019711233,0.0,0.18560866,0.47461858,0.48185933,0.52624315,0.0,0.50619787,0.51644474,0.0048745456,0.041545443,0.0832068,0.17682602
disgust/cewfzfuh_5,0,0.40580037,0.2876308,0.7739974,0.4556117,0.22024003,0.0,0.4142525,0.0019711233,0.0,0.18560866,0.47461858,0.48185933,0.52624315,0.0,0.50619787,0.51644474,0.0048745456,0.041545443,0.0832068,0.17682602
disgust/cjdxeady_5,0,0.2851602,0.28861788,0.29147705,0.34403393,0.1500123,0.0,0.3450171,0.05175849,0.0,0.10143153,0.19999987,0.22408769,0.48348862,0.0,0.30627775,0.39163783,0.11392854,0.046648942,0.3416312,0.15878947
disgust/cjdxeady_5,0,0.2851602,0.28861788,0.29147705,0.34403393,0.1500123,0.0,0.3450171,0.05175849,0.0,0.10143153,0.19999987,0.22408769,0.48348862,0.0,0.30627775,0.39163783,0.11392854,0.046648942,0.3416312,0.15878947
disgust/cmmubymu_5,0,0.35275054,0.39167133,0.111264996,0.5219803,0.10640364,0.0,0.23509115,0.07365813,0.0,0.053162653,0.31913003,0.1509958,0.55389786,0.0,0.61206394,0.21542884,0.06482286,0.18649468,0.03409476,0.050311275
disgust/cmmubymu_5,0,0.35275054,0.39167133,0.111264996,0.5219803,0.10640364,0.0,0.23509115,0.07365813,0.0,0.053162653,0.31913003,0.1509958,0.55389786,0.0,0.61206394,0.21542884,0.06482286,0.18649468,0.03409476,0.050311275
disgust/crjjlbux_5,0,0.32426023,0.38272795,0.16561298,0.28527102,0.26122358,0.0,0.3941032,0.103126265,1.0,0.16850868,0.49533436,0.25173128,0.501608,0.0,0.29167366,0.49037462,0.17465447,0.3083492,0.055728693,0.25745422
disgust/crjjlbux_5,0,0.32426023,0.38272795,0.16561298,0.28527102,0.26122358,0.0,0.3941032,0.103126265,1.0,0.16850868,0.49533436,0.25173128,0.501608,0.0,0.29167366,0.49037462,0.17465447,0.3083492,0.055728693,0.25745422
disgust/dfngaqyu_5,0,0.25897714,0.1574387,0.4502209,0.5904024,0.08981182,0.0,0.13579187,0.038661506,1.0,0.0695808,0.47175184,0.34336525,0.33975396,0.0,0.55518293,0.4333118,0.32613683,0.10439223,0.14109983,0.025195818
disgust/dfngaqyu_5,0,0.25897714,0.1574387,0.4502209,0.5904024,0.08981182,0.0,0.13579187,0.038661506,1.0,0.0695808,0.47175184,0.34336525,0.33975396,0.0,0.55518293,0.4333118,0.32613683,0.10439223,0.14109983,0.025195818
disgust/dkgndkfj_5,0,0.20404622,0.20623264,0.43274277,0.40047565,0.23751481,0.0,0.16939257,0.23731975,0.0,0.15562303,0.5060583,0.38545486,0.4478406,0.0,0.4096819,0.50148773,0.036196902,0.08818362,0.05255518,0.043955896
disgust/dkgndkfj_5,0,0.20404622,0.20623264,0.43274277,0.40047565,0.23751481,0.0,0.16939257,0.23731975,0.0,0.15562303,0.5060583,0.38545486,0.4478406,0.0,0.4096819,0.50148773,0.036196902,0.08818362,0.05255518,0.043955896
disgust/driqhfkm_5,0,0.3384031,0.31786576,0.49266484,0.40285656,0.10711852,0.0,0.23047784,0.9125813,1.0,0.080318,0.23735379,0.2938767,0.49719557,1.0,0.45633763,0.45037562,0.16860464,0.34477344,0.3963874,0.34377
disgust/driqhfkm_5,0,0.3384031,0.31786576,0.49266484,0.40285656,0.10711852,0.0,0.23047784,0.9125813,1.0,0.080318,0.23735379,0.2938767,0.49719557,1.0,0.45633763,0.45037562,0.16860464,0.34477344,0.3963874,0.34377
disgust/drqaxgli_5,0,0.33238003,0.43366402,0.060174745,0.46388772,0.18292144,0.0,0.310945,0.000425885,0.0,0.104087315,0.38236722,0.27808174,0.5290859,0.0,0.650732,0.4803289,0.014330557,0.039364137,0.17512134,0.10795703
disgust/drqaxgli_5,0,0.33238003,0.43366402,0.060174745,0.46388772,0.18292144,0.0,0.310945,0.000425885,0.0,0.104087315,0.38236722,0.27808174,0.5290859,0.0,0.650732,0.4803289,0.014330557,0.039364137,0.17512134,0.10795703
disgust/eatntmze_5,0,0.3393442,0.18232177,0.869117,0.3255636,0.22123705,0.0,0.55954874,0.088041,1.0,0.10349141,0.19731654,0.23003991,0.33112332,1.0,0.49831283,0.2877994,0.941486,0.17946321,0.19198696,0.34805423
disgust/eatntmze_5,0,0.3393442,0.18232177,0.869117,0.3255636,0.22123705,0.0,0.55954874,0.088041,1.0,0.10349141,0.19731654,0.23003991,0.33112332,1.0,0.49831283,0.2877994,0.941486,0.17946321,0.19198696,0.34805423
disgust/efpevwxc_5,0,0.23725203,0.20024566,0.19296886,0.3316426,0.17564714,0.0,0.23362821,0.24839962,1.0,0.063952416,0.40000594,0.22527581,0.4795414,0.0,0.17874897,0.48410326,0.09098486,0.11941702,0.046775684,0.036633395
disgust/efpevwxc_5,0,0.23725203,0.20024566,0.19296886,0.3316426,0.17564714,0.0,0.23362821,0.24839962,1.0,0.063952416,0.40000594,0.22527581,0.4795414,0.0,0.17874897,0.48410326,0.09098486,0.11941702,0.046775684,0.036633395
disgust/eifjdkgn_5,0,0.23624669,0.29893753,0.27155688,0.3340637,0.13269295,0.0,0.18724972,0.011592072,0.0,0.10645495,0.49077863,0.4238529,0.33533287,0.0,0.5575848,0.4728357,0.06635318,0.29706174,0.21880728,0.13867523
disgust/eifjdkgn_5,0,0.23624669,0.29893753,0.27155688,0.3340637,0.13269295,0.0,0.18724972,0.011592072,0.0,0.10645495,0.49077863,0.4238529,0.33533287,0.0,0.5575848,0.4728357,0.06635318,0.29706174,0.21880728,0.13867523
disgust/eiwosjdk_5,0,0.27937588,0.2749436,0.15157157,0.43103012,0.13777359,0.0,0.13849619,0.034898844,0.0,0.08724769,0.49449643,0.2687202,0.41029918,0.0,0.556127,0.4684898,0.41405988,0.29455805,0.065508775,0.10229519
disgust/eiwosjdk_5,0,0.27937588,0.2749436,0.15157157,0.43103012,0.13777359,0.0,0.13849619,0.034898844,0.0,0.08724769,0.49449643,0.2687202,0.41029918,0.0,0.556127,0.4684898,0.41405988,0.29455805,0.065508775,0.10229519
disgust/ewxovpyu_5,0,0.30084306,0.24176,0.1790626,0.36764535,0.19778816,1.0,0.20822585,0.14694795,1.0,0.10394032,0.3623594,0.4706658,0.39785317,0.0,0.21637708,0.2583853,0.028196838,0.0947168,0.070969835,0.12946431
disgust/ewxovpyu_5,0,0.30084306,0.24176,0.1790626,0.36764535,0.19778816,1.0,0.20822585,0.14694795,1.0,0.10394032,0.3623594,0.4706658,0.39785317,0.0,0.21637708,0.2583853,0.028196838,0.0947168,0.070969835,0.12946431
disgust/giyhskla_5,0,0.27483067,0.18197604,0.44124252,0.30563062,0.32826355,0.0,0.40429023,0.35981548,1.0,0.25666496,0.5609762,0.065638445,0.3751515,0.0,0.40575626,0.620034,0.08836647,0.117721,0.19372356,0.20854776
disgust/giyhskla_5,0,0.27483067,0.18197604,0.44124252,0.30563062,0.32826355,0.0,0.40429023,0.35981548,1.0,0.25666496,0.5609762,0.065638445,0.3751515,0.0,0.40575626,0.620034,0.08836647,0.117721,0.19372356,0.20854776
disgust/gpqmawjo_5,0,0.30751723,0.13760266,0.6464408,0.26172373,0.33098653,1.0,0.2972824,0.18468156,1.0,0.17989701,0.28816608,0.0554078,0.4124591,0.0,0.3449755,0.3475649,0.11653026,0.10118677,0.110503376,0.81477153
disgust/gpqmawjo_5,0,0.30751723,0.13760266,0.6464408,0.26172373,0.33098653,1.0,0.2972824,0.18468156,1.0,0.17989701,0.28816608,0.0554078,0.4124591,0.0,0.3449755,0.3475649,0.11653026,0.10118677,0.110503376,0.81477153
disgust/gwcaofmi_5,0,0.20670776,0.24984251,0.14900957,0.5117818,0.22540429,1.0,0.5659903,0.03561889,1.0,0.12653752,0.28173468,0.17664689,0.4950782,0.0,0.42826214,0.46741188,0.50402534,0.03557741,0.088448055,0.22815545
disgust/gwcaofmi_5,0,0.20670776,0.24984251,0.14900957,0.5117818,0.22540429,1.0,0.5659903,0.03561889,1.0,0.12653752,0.28173468,0.17664689,0.4950782,0.0,0.42826214,0.46741188,0.50402534,0.03557741,0.088448055,0.22815545
disgust/gyqomgvd_5,0,0.5286433,0.20910215,0.1975596,0.5005363,0.06433365,0.0,0.14952376,0.020978922,1.0,0.053116094,0.18908139,0.13027677,0.50088143,0.0,0.7292042,0.22474247,0.9284877,0.650081,0.10924279,0.057436846
disgust/gyqomgvd_5,0,0.5286433,0.20910215,0.1975596,0.5005363,0.06433365,0.0,0.14952376,0.020978922,1.0,0.053116094,0.18908139,0.13027677,0.50088143,0.0,0.7292042,0.22474247,0.9284877,0.650081,0.10924279,0.057436846
disgust/hrvovytx_5,0,0.30950457,0.3003838,0.79946166,0.28576234,0.767519,1.0,0.77078944,0.98112375,0.0,0.82166976,0.5502716,0.38111702,0.4523477,0.0,0.31023288,0.4760779,0.05679778,0.11069803,0.72235537,0.4857505
disgust/hrvovytx_5,0,0.30950457,0.3003838,0.79946166,0.28576234,0.767519,1.0,0.77078944,0.98112375,0.0,0.82166976,0.5502716,0.38111702,0.4523477,0.0,0.31023288,0.4760779,0.05679778,0.11069803,0.72235537,0.4857505
disgust/hyjlafan_5,0,0.4333879,0.32436648,0.60277313,0.3652118,0.27150443,1.0,0.52653676,0.0076791327,0.0,0.30428842,0.19465484,0.122292444,0.55175054,0.0,0.3350129,0.516907,0.024368202,0.053188372,0.5036696,0.62378347
disgust/hyjlafan_5,0,0.4333879,0.32436648,0.60277313,0.3652118,0.27150443,1.0,0.52653676,0.0076791327,0.0,0.30428842,0.19465484,0.122292444,0.55175054,0.0,0.3350129,0.516907,0.024368202,0.053188372,0.5036696,0.62378347
disgust/iacqeiej_5,0,0.33123502,0.18681185,0.22214629,0.5404596,0.06233336,0.0,0.14070569,0.0042760237,1.0,0.042074032,0.19829866,0.17778929,0.42151436,0.0,0.37054682,0.28836802,0.30938327,0.24811344,0.2963517,0.037040528
disgust/iacqeiej_5,0,0.33123502,0.18681185,0.22214629,0.5404596,0.06233336,0.0,0.14070569,0.0042760237,1.0,0.042074032,0.19829866,0.17778929,0.42151436,0.0,0.37054682,0.28836802,0.30938327,0.24811344,0.2963517,0.037040528
disgust/ibxrnyso_5,0,0.2733094,0.3330902,0.13273291,0.32303107,0.1099701,1.0,0.289438,0.54830736,1.0,0.11667833,0.37615854,0.3242046,0.4611748,0.0,0.46140364,0.41526052,0.14622633,0.10241091,0.22411554,0.13323335
disgust/ibxrnyso_5,0,0.2733094,0.3330902,0.13273291,0.32303107,0.1099701,1.0,0.289438,0.54830736,1.0,0.11667833,0.37615854,0.3242046,0.4611748,0.0,0.46140364,0.41526052,0.14622633,0.10241091,0.22411554,0.13323335
disgust/ierydzqw_5,0,0.2610691,0.17778064,0.29626894,0.36671203,0.12784755,0.0,0.36649638,0.10811056,0.0,0.08681654,0.2007078,0.047604527,0.43982103,0.0,0.7233036,0.22505063,0.93257374,0.3914132,0.0943293,0.29894885
disgust/ierydzqw_5,0,0.2610691,0.17778064,0.29626894,0.36671203,0.12784755,0.0,0.36649638,0.10811056,0.0,0.08681654,0.2007078,0.047604527,0.43982103,0.0,0.7233036,0.22505063,0.93257374,0.3914132,0.0943293,0.29894885
disgust/ihpptwuq_5,0,0.28565872,0.20342557,0.4310471,0.3531476,0.08885346,0.0,0.16157363,0.006574033,1.0,0.023052037,0.2520643,0.5278953,0.46723223,0.0,0.6592531,0.22128187,0.9095081,0.11374485,0.024143107,0.12226321
disgust/ihpptwuq_5,0,0.28565872,0.20342557,0.4310471,0.3531476,0.08885346,0.0,0.16157363,0.006574033,1.0,0.023052037,0.2520643,0.5278953,0.46723223,0.0,0.6592531,0.22128187,0.9095081,0.11374485,0.024143107,0.12226321
disgust/itfshygo_5,0,0.28328928,0.2770719,0.21509273,0.38337645,0.14181034,0.0,0.26936275,0.074015506,0.0,0.13863672,0.33871672,0.58834916,0.44620198,0.0,0.14830251,0.5366802,0.030025184,0.1241141,0.11425447,0.12940599
disgust/itfshygo_5,0,0.28328928,0.2770719,0.21509273,0.38337645,0.14181034,0.0,0.26936275,0.074015506,0.0,0.13863672,0.33871672,0.58834916,0.44620198,0.0,0.14830251,0.5366802,0.030025184,0.1241141,0.11425447,0.12940599
disgust/jqcncmxy_5,0,0.4347241,0.26679736,0.75135714,0.41546735,0.20664558,1.0,0.40707463,0.0052667945,0.0,0.1605907,0.31812233,0.1118344,0.31377742,0.0,0.42583218,0.20797552,0.25378615,0.19544807,0.23419385,0.31740403
disgust/jqcncmxy_5,0,0.4347241,0.26679736,0.75135714,0.41546735,0.20664558,1.0,0.40707463,0.0052667945,0.0,0.1605907,0.31812233,0.1118344,0.31377742,0.0,0.42583218,0.20797552,0.25378615,0.19544807,0.23419385,0.31740403
disgust/jxadmktw_5,0,0.4943663,0.38899907,0.76877636,0.32673672,0.18664886,0.0,0.38881972,0.94484854,0.0,0.152578,0.2339727,0.121225856,0.4953836,0.0,0.4219623,0.53578806,0.025836036,0.057701282,0.19784045,0.25735316
disgust/jxadmktw_5,0,0.4943663,0.38899907,0.76877636,0.32673672,0.18664886,0.0,0.38881972,0.94484854,0.0,0.152578,0.2339727,0.121225856,0.4953836,0.0,0.4219623,0.53578806,0.025836036,0.057701282,0.19784045,0.25735316
disgust/kfwydoki_5,0,0.32618073,0.47425124,0.41279766,0.2898926,0.24902955,0.0,0.4548905,0.015453524,0.0,0.24924104,0.3059434,0.21735692,0.49895898,0.0,0.56841666,0.47018147,0.14712083,0.083892,0.43715188,0.48291332
disgust/kfwydoki_5,0,0.32618073,0.47425124,0.41279766,0.2898926,0.24902955,0.0,0.4548905,0.015453524,0.0,0.24924104,0.3059434,0.21735692,0.49895898,0.0,0.56841666,0.47018147,0.14712083,0.083892,0.43715188,0.48291332
disgust/kmhfppqj_5,0,0.40674144,0.3515096,0.6197555,0.3899941,0.2730973,0.0,0.5552619,0.119615376,1.0,0.31754884,0.3609277,0.06954218,0.3942905,1.0,0.52749974,0.3077697,0.62872964,0.05482137,0.026454346,0.4828551
disgust/kmhfppqj_5,0,0.40674144,0.3515096,0.6197555,0.3899941,0.2730973,0.0,0.5552619,0.119615376,1.0,0.31754884,0.3609277,0.06954218,0.3942905,1.0,0.52749974,0.3077697,0.62872964,0.05482137,0.026454346,0.4828551
disgust/ldrdzvuu_5,0,0.25189152,0.16544276,0.34129742,0.33980978,0.26241198,0.0,0.40909258,0.1277268,1.0,0.4427724,0.41264462,0.6380059,0.41656753,0.0,0.33473897,0.46549803,0.15669735,0.04525059,0.12535167,0.23879515
disgust/ldrdzvuu_5,0,0.25189152,0.16544276,0.34129742,0.33980978,0.26241198,0.0,0.40909258,0.1277268,1.0,0.4427724,0.41264462,0.6380059,0.41656753,0.0,0.33473897,0.46549803,0.15669735,0.04525059,0.12535167,0.23879515
disgust/lkpjxjbm_5,0,0.22977008,0.14546943,0.52023065,0.28895727,0.26775047,1.0,0.2891843,0.21391578,0.0,0.14332698,0.33313057,0.25790292,0.2890757,0.0,0.1338099,0.33053985,0.5718948,0.28674662,0.3683404,0.5906306
disgust/lkpjxjbm_5,0,0.22977008,0.14546943,0.52023065,0.28895727,0.26775047,1.0,0.2891843,0.21391578,0.0,0.14332698,0.33313057,0.25790292,0.2890757,0.0,0.1338099,0.33053985,0.5718948,0.28674662,0.3683404,0.5906306
disgust/lozmqzzr_5,0,0.20366979,0.077781506,0.50793105,0.37316304,0.07348629,0.0,0.17001644,0.85307544,1.0,0.012727212,0.19744435,0.1530085,0.23877288,0.0,0.3139286,0.119252324,0.9752499,0.3284019,0.09335025,0.12090135
disgust/lozmqzzr_5,0,0.20366979,0.077781506,0.50793105,0.37316304,0.07348629,0.0,0.17001644,0.85307544,1.0,0.012727212,0.19744435,0.1530085,0.23877288,0.0,0.3139286,0.119252324,0.9752499,0.3284019,0.09335025,0.12090135
disgust/lsvvtebh_5,0,0.37007904,0.36214775,0.2743954,0.3076899,0.48569643,1.0,0.6531743,0.015096701,0.0,0.44001204,0.47524896,0.11877671,0.47329754,0.0,0.4880061,0.44471973,0.5241923,0.08410232,0.58186907,0.49161035
disgust/lsvvtebh_5,0,0.37007904,0.36214775,0.2743954,0.3076899,0.48569643,1.0,0.6531743,0.015096701,0.0,0.44001204,0.47524896,0.11877671,0.47329754,0.0,0.4880061,0.44471973,0.5241923,0.08410232,0.58186907,0.49161035
disgust/mkvyxwhz_5,0,0.42069948,0.19382408,0.26505485,0.3099065,0.22697125,1.0,0.3378347,0.11073054,0.0,0.075391695,0.18249725,0.10479806,0.37655455,1.0,0.35195372,0.044134032,0.7556523,0.37100792,0.18121533,0.2845703
disgust/mkvyxwhz_5,0,0.42069948,0.19382408,0.26505485,0.3099065,0.22697125,1.0,0.3378347,0.11073054,0.0,0.075391695,0.18249725,0.10479806,0.37655455,1.0,0.35195372,0.044134032,0.7556523,0.37100792,0.18121533,0.2845703
disgust/nhyxdhty_5,0,0.23859023,0.30592507,0.109071545,0.34441793,0.19406076,0.0,0.1878714,0.06343753,0.0,0.23453595,0.5146614,0.31451288,0.41370824,0.0,0.5786621,0.6282693,0.09659742,0.15011041,0.08112053,0.09912866
disgust/nhyxdhty_5,0,0.23859023,0.30592507,0.109071545,0.34441793,0.19406076,0.0,0.1878714,0.06343753,0.0,0.23453595,0.5146614,0.31451288,0.41370824,0.0,0.5786621,0.6282693,0.09659742,0.15011041,0.08112053,0.09912866
disgust/nkaqvamt_5,0,0.30193987,0.2544141,0.1572985,0.37646565,0.102111906,0.0,0.20817396,0.00021540918,0.0,0.15956593,0.20200936,0.14166944,0.44869876,0.0,0.49880385,0.4762836,0.14592353,0.042663217,0.028510427,0.07036479
disgust/nkaqvamt_5,0,0.30193987,0.2544141,0.1572985,0.37646565,0.102111906,0.0,0.20817396,0.00021540918,0.0,0.15956593,0.20200936,0.14166944,0.44869876,0.0,0.49880385,0.4762836,0.14592353,0.042663217,0.028510427,0.07036479
disgust/oenweyqf_5,0,0.36832276,0.2588737,0.3117421,0.40247688,0.05655923,0.0,0.11020325,0.005463066,0.0,0.035574652,0.23339717,0.478007,0.4615716,0.0,0.43235835,0.2579024,0.63983196,0.09106128,0.17873697,0.04665562
disgust/oenweyqf_5,0,0.36832276,0.2588737,0.3117421,0.40247688,0.05655923,0.0,0.11020325,0.005463066,0.0,0.035574652,0.23339717,0.478007,0.4615716,0.0,0.43235835,0.2579024,0.63983196,0.09106128,0.17873697,0.04665562
disgust/oqijknmk_5,0,0.22919163,0.085753836,0.63653684,0.28304687,0.29940385,1.0,0.42375883,0.7138448,0.0,0.17631906,0.33895507,0.09661364,0.40465418,1.0,0.38256192,0.46605137,0.35487646,0.12821677,0.7214902,0.5790801
disgust/oqijknmk_5,0,0.22919163,0.085753836,0.63653684,0.28304687,0.29940385,1.0,0.42375883,0.7138448,0.0,0.17631906,0.33895507,0.09661364,0.40465418,1.0,0.38256192,0.46605137,0.35487646,0.12821677,0.7214902,0.5790801
disgust/ovjnukad_5,0,0.55383754,0.35281378,0.46650815,0.2846021,0.14060214,0.0,0.43966123,0.16205849,0.0,0.28139773,0.37385175,0.13925257,0.3656472,0.0,0.42867485,0.22044997,0.558607,0.1972568,0.23509318,0.3341409
disgust/ovjnukad_5,0,0.55383754,0.35281378,0.46650815,0.2846021,0.14060214,0.0,0.43966123,0.16205849,0.0,0.28139773,0.37385175,0.13925257,0.3656472,0.0,0.42867485,0.22044997,0.558607,0.1972568,0.23509318,0.3341409
disgust/pkibzvng_5,0,0.24774213,0.17239733,0.27031773,0.26851276,0.25659725,1.0,0.36578998,0.022318048,1.0,0.17176606,0.292995,0.23644444,0.4286507,0.0,0.450711,0.2266327,0.04435599,0.0729539,0.58066934,0.49158323
disgust/pkibzvng_5,0,0.24774213,0.17239733,0.27031773,0.26851276,0.25659725,1.0,0.36578998,0.022318048,1.0,0.17176606,0.292995,0.23644444,0.4286507,0.0,0.450711,0.2266327,0.04435599,0.0729539,0.58066934,0.49158323
disgust/plmknzcv_5,0,0.42338037,0.2913482,0.4279643,0.3531787,0.24993028,1.0,0.48209992,0.218708,0.0,0.20228675,0.4650045,0.2432992,0.49047056,0.0,0.50163704,0.32433656,0.5526537,0.090960965,0.33221307,0.5126563
disgust/plmknzcv_5,0,0.42338037,0.2913482,0.4279643,0.3531787,0.24993028,1.0,0.48209992,0.218708,0.0,0.20228675,0.4650045,0.2432992,0.49047056,0.0,0.50163704,0.32433656,0.5526537,0.090960965,0.33221307,0.5126563
